gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3AmutP904L_1	ACHN_DNMT3AmutP904L_2	ACHN_DNMT3AmutP904L_3	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	symbol	description	term	threshold
ENSG00000092439	3000.973	0.241	0.069	3.486	0.000490651230950486	0.0134296287627289	2989.69	3184.76	3579.79	2853.34	2577.97	2820.29	TRPM7	transient	receptor	TRUE
ENSG00000143079	1997.08	0.246	0.071	3.486	0.000491097535627219	0.0134296287627289	1962.29	2204.92	2334.72	1800.1	1769.25	1911.18	CTTNBP2NL	CTTNBP2	N-terminal	TRUE
ENSG00000152926	456.517	0.366	0.105	3.487	0.000487936991135225	0.0134296287627289	522.78	455.29	562.76	396.87	412.96	388.44	ZNF117	zinc	finger	TRUE
ENSG00000213585	7474.957	-0.16	0.046	-3.486	0.000490642954167546	0.0134296287627289	7144.69	7018.97	7022.56	7632.17	8093.21	7938.13	VDAC1	voltage	dependent	TRUE
ENSG00000091039	4155.092	0.282	0.081	3.485	0.00049266727522041	0.0134421430148738	3882.47	4817.45	4980.25	3634.01	3522.31	4094.07	OSBPL8	oxysterol	binding	TRUE
ENSG00000115241	6506.174	-0.158	0.045	-3.483	0.0004962003371027	0.0134479728494661	6205.67	6229.88	6015.66	6867.87	6958.58	6759.39	PPM1G	protein	phosphatase,	TRUE
ENSG00000165115	109.72	0.716	0.206	3.483	0.000495901725807928	0.0134479728494661	106.54	160.09	143.45	81.77	93.12	73.35	KIF27	kinesin	family	TRUE
ENSG00000182621	685.354	0.345	0.099	3.483	0.000496529941387309	0.0134479728494661	663.18	816.34	822.99	606.21	556.69	646.7	PLCB1	phospholipase	C	TRUE
ENSG00000213719	8144.319	-0.174	0.05	-3.482	0.000497331336453326	0.0134479728494661	7647.66	8058.99	7258.89	8724.67	8655.97	8519.75	CLIC1	chloride	intracellular	TRUE
ENSG00000064115	9777.368	0.176	0.05	3.481	0.000499172470048126	0.0134539816849756	9823.85	10419.46	10872.7	9206.58	8927.23	9414.39	TM7SF3	transmembrane	7	TRUE
ENSG00000145912	1543.954	-0.228	0.065	-3.48	0.000500892840095891	0.0134539816849756	1503.93	1395.39	1366.44	1638.74	1715.61	1643.62	NHP2	NHP2	ribonucleoprotein	TRUE
ENSG00000257315	602.98	0.918	0.264	3.481	0.000499924251056153	0.0134539816849756	532.69	865.17	968.28	421.95	388.67	441.12	ZBED6	zinc	finger	TRUE
ENSG00000152527	1001.074	0.252	0.072	3.479	0.000503580966018937	0.0134651270028964	1093.47	1094.51	1076.79	922.4	948.39	870.88	PLEKHH2	pleckstrin	homology,	TRUE
ENSG00000156398	482.59	-0.383	0.11	-3.478	0.000504548490895323	0.0134651270028964	462.49	433.72	360.46	499.36	548.59	590.92	SFXN2	sideroflexin	2	TRUE
ENSG00000169504	5891.163	0.22	0.063	3.478	0.000504649833069585	0.0134651270028964	5886.88	6251.45	6880.95	5455.91	5112.41	5759.38	CLIC4	chloride	intracellular	TRUE
ENSG00000068796	1607.868	0.271	0.078	3.476	0.000508377439000104	0.0135347094828067	1574.95	1814.35	1887.83	1514.44	1339.08	1516.55	KIF2A	kinesin	family	TRUE
ENSG00000132549	830.003	0.292	0.084	3.473	0.000513798929415042	0.0136190518856132	831.66	936.7	973.8	726.15	733.81	777.9	VPS13B	vacuolar	protein	TRUE
ENSG00000144810	5559.027	0.196	0.056	3.474	0.00051273355000815	0.0136190518856132	5464.03	6152.67	6195.89	5101.56	5159.98	5280.03	COL8A1	collagen	type	TRUE
ENSG00000184254	3047.367	-0.181	0.052	-3.472	0.000517477611815633	0.0136865468140384	2943.44	2808.95	2816.57	3263.3	3229.8	3222.15	ALDH1A3	aldehyde	dehydrogenase	TRUE
ENSG00000143933	24247.291	-0.146	0.042	-3.465	0.000529283318218871	0.0139682259111605	22686.12	22863.31	23502.64	25313.74	24924.38	26193.55	CALM2	calmodulin	2	TRUE
ENSG00000205726	2640.156	0.199	0.057	3.463	0.000534398598674647	0.0140419040482184	2720.45	2769.21	2976.57	2419.4	2516.22	2439.08	ITSN1	intersectin	1	TRUE
ENSG00000234745	7535.722	-0.18	0.052	-3.463	0.000534040715220641	0.0140419040482184	7085.23	7383.43	6736.58	7743.39	8350.3	7915.4	HLA-B	major	histocompatibility	TRUE
ENSG00000013810	2386.36	-0.189	0.055	-3.461	0.00053836085919435	0.0140428500934661	2235.66	2277.59	2179.32	2532.79	2561.77	2531.03	TACC3	transforming	acidic	TRUE
ENSG00000058085	10552.13	-0.49	0.142	-3.461	0.000538190418384175	0.0140428500934661	8645.32	9527.04	8161.88	14443.34	10960.66	11574.54	LAMC2	laminin	subunit	TRUE
ENSG00000162688	1061.956	0.301	0.087	3.462	0.000536828153705926	0.0140428500934661	1051.35	1147.88	1317.71	951.84	897.78	1005.18	AGL	amylo-alpha-1,	6-glucosidase,	TRUE
ENSG00000171634	3819.518	0.192	0.056	3.461	0.000539081860128094	0.0140428500934661	3865.95	4066.96	4289.68	3536.97	3478.79	3678.77	BPTF	bromodomain	PHD	TRUE
ENSG00000124766	2975.848	0.2	0.058	3.459	0.000541256705330125	0.0140691823598392	3149.91	3022.4	3371.05	2727.96	2849.22	2734.54	SOX4	SRY-box	4	TRUE
ENSG00000135338	393.691	0.404	0.117	3.458	0.000544657637525398	0.0140969526012195	427.81	395.12	521.38	336.91	343.12	337.81	LCA5	lebercilin	LCA5	TRUE
ENSG00000144724	2228.084	0.239	0.069	3.458	0.000544331221655982	0.0140969526012195	2225.75	2376.37	2634.5	2093.4	1939.29	2099.2	PTPRG	protein	tyrosine	TRUE
ENSG00000100697	1928.937	0.294	0.085	3.456	0.000547555524040353	0.0141416743997345	1817.76	2212.87	2345.76	1782.66	1587.06	1827.5	DICER1	dicer	1,	TRUE
ENSG00000065427	5711.595	-0.176	0.051	-3.455	0.000549395644125937	0.0141589448839023	5402.91	5349.95	5336.12	5737.21	6348.25	6095.13	KARS	lysyl-tRNA	synthetase	TRUE
ENSG00000075420	2919.658	0.25	0.072	3.454	0.000552161168422656	0.0141999405164354	2787.35	3324.42	3407.83	2660.36	2544.56	2793.43	FNDC3B	fibronectin	type	TRUE
ENSG00000165264	797.808	-0.27	0.078	-3.452	0.000555640827991653	0.0142399573606103	754.03	694.86	720	859.16	875.52	883.28	NDUFB6	NADH:ubiquinone	oxidoreductase	TRUE
ENSG00000198648	2921.298	-0.194	0.056	-3.452	0.000557251578685255	0.0142399573606103	2675.85	2841.88	2658.4	3185.89	2980.8	3184.96	STK39	serine/threonine	kinase	TRUE
ENSG00000243927	599.898	-0.361	0.105	-3.452	0.000557140730141085	0.0142399573606103	616.93	474.59	481.84	644.37	679.16	702.49	MRPS6	mitochondrial	ribosomal	TRUE
ENSG00000048392	2056.824	0.241	0.07	3.451	0.000559175889103929	0.0142589851721502	2029.19	2231.04	2424.84	1861.16	1838.08	1956.64	RRM2B	ribonucleotide	reductase	TRUE
ENSG00000137801	37867.958	0.216	0.063	3.449	0.000563572299008628	0.0143408386907732	36664.97	41532.5	43879.75	34916.11	33116.79	37097.62	THBS1	thrombospondin	1	TRUE
ENSG00000179295	15635.451	0.211	0.061	3.448	0.000565311876195644	0.0143548837133965	15253.19	17181.83	17905.37	14399.73	13705.63	15366.95	PTPN11	protein	tyrosine	TRUE
ENSG00000103742	363.16	0.392	0.114	3.445	0.000570923667239299	0.0144669902849505	407.99	446.21	383.45	285.66	316.81	338.85	IGDCC4	immunoglobulin	superfamily	TRUE
ENSG00000127191	646.305	-0.337	0.098	-3.444	0.000573967461704956	0.014513691861146	629.32	542.72	539.77	778.48	743.94	643.6	TRAF2	TNF	receptor	TRUE
ENSG00000172380	11902.265	0.218	0.063	3.442	0.000577165752886249	0.0145640969835827	11443.4	13196.62	13760.99	11192.04	10449.52	11371.03	GNG12	G	protein	TRUE
ENSG00000152894	2724.404	0.212	0.062	3.441	0.000579601748667179	0.0145950965336254	2719.63	2917.95	3137.49	2485.91	2517.24	2568.22	PTPRK	protein	tyrosine	TRUE
ENSG00000106772	785.486	0.282	0.082	3.44	0.00058175356619088	0.0146188261009338	806.06	911.72	869.89	692.35	698.39	734.51	PRUNE2	prune	homolog	TRUE
ENSG00000125148	8359.965	-0.173	0.05	-3.438	0.000585180795662381	0.0146744404090689	7629.49	7777.41	8172.91	8867.5	9226.83	8485.66	MT2A	metallothionein	2A	TRUE
ENSG00000100852	3790.77	0.248	0.072	3.433	0.000596777494155735	0.0149342641239345	3681.78	4145.3	4521.4	3512.98	3209.55	3673.6	ARHGAP5	Rho	GTPase	TRUE
ENSG00000118263	1227.871	0.258	0.075	3.427	0.000610733454840132	0.0152204850900055	1210.74	1413.56	1390.35	1149.19	1107.3	1096.09	KLF7	Kruppel	like	TRUE
ENSG00000156011	1892.436	0.262	0.077	3.427	0.00061061317519929	0.0152204850900055	1846.67	2092.52	2253.8	1740.14	1602.25	1819.24	PSD3	pleckstrin	and	TRUE
ENSG00000049541	2346.268	-0.216	0.063	-3.424	0.000616261756325179	0.0152690536543514	2092.78	2362.74	2062.54	2533.88	2511.16	2514.5	RFC2	replication	factor	TRUE
ENSG00000134057	3470.438	-0.193	0.056	-3.424	0.00061595630118233	0.0152690536543514	3144.95	3432.28	3143	3579.49	3696.4	3826.5	CCNB1	cyclin	B1	TRUE
ENSG00000153339	1866.921	0.24	0.07	3.424	0.000616472092605567	0.0152690536543514	1848.32	2058.46	2160.93	1747.77	1617.43	1768.62	TRAPPC8	trafficking	protein	TRUE
ENSG00000078403	1584.446	0.211	0.062	3.419	0.000629661097690416	0.0155320687505797	1650.94	1699.68	1749.89	1464.29	1464.59	1477.29	MLLT10	MLLT10	histone	TRUE
ENSG00000197451	5837.546	-0.174	0.051	-3.419	0.000629516404593865	0.0155320687505797	5498.71	5637.2	5321.4	6232.22	5907.96	6427.78	HNRNPAB	heterogeneous	nuclear	TRUE
ENSG00000110693	151.391	0.547	0.16	3.418	0.000631280135102826	0.0155402912280812	189.13	165.77	183.91	122.11	124.5	122.94	SOX6	SRY-box	6	TRUE
ENSG00000184349	524.752	-0.339	0.099	-3.415	0.000638482438636429	0.0156856447882084	488.92	446.21	454.26	566.96	649.81	542.36	EFNA5	ephrin	A5	TRUE
ENSG00000101474	3257.736	-0.184	0.054	-3.414	0.000640040082789695	0.0156920172021887	2959.13	3193.85	3002.31	3533.7	3404.9	3452.53	APMAP	adipocyte	plasma	TRUE
ENSG00000115808	1597.673	0.3	0.088	3.412	0.000644169021265487	0.0156977237097499	1490.71	1862.04	1939.32	1422.86	1340.1	1531.01	STRN	striatin	protein	TRUE
ENSG00000166250	666.117	0.333	0.098	3.413	0.000643463644303474	0.0156977237097499	680.53	726.65	821.15	581.14	538.47	648.77	CLMP	CXADR	like	TRUE
ENSG00000196754	1299.434	-0.268	0.078	-3.413	0.000642869995741846	0.0156977237097499	1212.39	1236.44	1089.66	1501.36	1474.71	1282.04	S100A2	S100	calcium	TRUE
ENSG00000014123	1320.683	0.291	0.085	3.41	0.000649935147550968	0.0157966012003335	1255.34	1507.8	1598.17	1203.7	1121.47	1237.62	UFL1	UFM1	specific	TRUE
ENSG00000167325	2894.126	-0.192	0.056	-3.409	0.000650840357223968	0.0157966012003335	2645.3	2794.19	2667.6	2951.47	3084.04	3222.15	RRM1	ribonucleotide	reductase	TRUE
ENSG00000172531	2867.661	-0.176	0.052	-3.407	0.000656329031074132	0.0158978937847556	2728.71	2670.43	2679.55	3068.13	3041.53	3017.6	PPP1CA	protein	phosphatase	TRUE
ENSG00000183431	3384.968	-0.17	0.05	-3.406	0.000658216995930429	0.0159117376596222	3187.07	3218.83	3150.36	3596.93	3524.33	3632.28	SF3A3	splicing	factor	TRUE
ENSG00000057294	2041.862	0.244	0.072	3.404	0.000663169072917485	0.0159994502681709	1986.24	2258.29	2400.01	1840.44	1818.85	1947.34	PKP2	plakophilin	2	TRUE
ENSG00000008018	3790.328	-0.171	0.05	-3.404	0.00066480301955707	0.0160069205127217	3650.39	3483.37	3562.32	4094.12	3939.32	4012.45	PSMB1	proteasome	subunit	TRUE
ENSG00000100911	3047.185	-0.214	0.063	-3.403	0.000666187667953661	0.0160083704623378	2985.56	2865.72	2615.18	3106.29	3423.12	3287.24	PSME2	proteasome	activator	TRUE
ENSG00000173267	368.491	-0.453	0.133	-3.402	0.000668323262599817	0.0160278239584206	321.27	369	244.6	423.04	463.57	389.47	SNCG	synuclein	gamma	TRUE
ENSG00000197603	860.108	0.267	0.079	3.402	0.000670158546193546	0.0160400125699829	905.99	923.07	989.43	788.29	743.94	809.93	CPLANE1	ciliogenesis	and	TRUE
ENSG00000067167	10845.063	0.196	0.058	3.4	0.000674396242014861	0.0161095402712127	10678.64	11726.29	12343.97	10030.86	9696.47	10594.16	TRAM1	translocation	associated	TRUE
ENSG00000101596	1916.681	0.236	0.07	3.395	0.000685886906911997	0.0162775134834195	1912.74	2075.49	2231.73	1816.46	1660.95	1802.71	SMCHD1	structural	maintenance	TRUE
ENSG00000124541	1265.858	-0.237	0.07	-3.395	0.000686814914912213	0.0162775134834195	1195.88	1177.4	1112.65	1426.13	1389.69	1293.41	RRP36	ribosomal	RNA	TRUE
ENSG00000143473	848.962	0.682	0.201	3.396	0.000683905444164133	0.0162775134834195	804.41	1227.35	1107.13	684.72	574.91	695.26	KCNH1	potassium	voltage-gated	TRUE
ENSG00000263244	1283.178	-0.323	0.095	-3.396	0.000684290178097066	0.0162775134834195	1356.92	980.98	1078.63	1407.59	1504.07	1370.89	AC087190.3	NA	NA	TRUE
ENSG00000143157	3630.321	0.219	0.065	3.393	0.000690436553847676	0.0163313241220291	3577.72	3881.89	4259.33	3229.5	3363.4	3470.09	POGK	pogo	transposable	TRUE
ENSG00000163848	1288.786	0.258	0.076	3.393	0.000692467157556566	0.0163473643230199	1272.68	1470.33	1470.35	1163.36	1121.47	1234.52	ZNF148	zinc	finger	TRUE
ENSG00000172379	972.964	0.26	0.077	3.39	0.000697834180350948	0.0164419527054618	983.62	1082.03	1116.33	888.6	868.43	898.77	ARNT2	aryl	hydrocarbon	TRUE
ENSG00000153317	8285.735	0.167	0.049	3.389	0.000701730356202662	0.0165015852440109	8400.86	8651.66	9242.34	7707.41	7842.2	7869.94	ASAP1	ArfGAP	with	TRUE
ENSG00000170044	955.174	0.285	0.084	3.388	0.000704302606824796	0.0165299138032841	991.88	1172.86	985.75	839.54	836.04	904.97	ZPLD1	zona	pellucida	TRUE
ENSG00000031081	434.907	0.344	0.102	3.383	0.000716549769264894	0.0167847617463271	458.36	478	523.22	384.88	375.51	389.47	ARHGAP31	Rho	GTPase	TRUE
ENSG00000109519	1117.274	-0.241	0.071	-3.382	0.000718827711528415	0.0168055523196208	972.89	1078.62	1023.45	1205.88	1237.87	1184.93	GRPEL1	GrpE	like	TRUE
ENSG00000163584	3093.233	-0.269	0.08	-3.382	0.000720635092634627	0.0168152825572871	3205.24	2480.82	2725.53	3651.45	3230.81	3265.54	RPL22L1	ribosomal	protein	TRUE
ENSG00000113712	2157.336	0.223	0.066	3.38	0.000725959267158325	0.0169068779617393	2192.71	2391.13	2388.06	2023.62	1845.16	2103.34	CSNK1A1	casein	kinase	TRUE
ENSG00000169554	1269.101	0.243	0.072	3.379	0.000727615284965309	0.0169128575949532	1268.55	1402.2	1457.48	1157.91	1153.86	1174.6	ZEB2	zinc	finger	TRUE
ENSG00000009413	1518.748	0.24	0.071	3.377	0.00073263521200513	0.0169805979706976	1498.97	1697.41	1739.78	1391.24	1353.25	1431.84	REV3L	REV3	like,	TRUE
ENSG00000065534	9343.57	0.189	0.056	3.377	0.000733339301787386	0.0169805979706976	9117.72	10425.14	10322.81	8839.15	8501.11	8855.5	MYLK	myosin	light	TRUE
ENSG00000142168	5403.623	-0.175	0.052	-3.375	0.000738991268007155	0.0170787523066969	5321.98	5058.15	4848.76	5673.98	5893.79	5625.08	SOD1	superoxide	dismutase	TRUE
ENSG00000108010	4823.794	-0.171	0.051	-3.373	0.000743388586226097	0.0171475913009825	4447.37	4538.15	4630.83	5184.43	4883.66	5258.34	GLRX3	glutaredoxin	3	TRUE
ENSG00000106546	1105.47	0.336	0.1	3.372	0.000745112124493943	0.017150697170824	1047.22	1258.01	1396.79	940.94	891.71	1098.16	AHR	aryl	hydrocarbon	TRUE
ENSG00000115484	10196.963	-0.155	0.046	-3.372	0.000746361107955112	0.017150697170824	9945.26	9521.37	9476.83	10982.7	10390.81	10864.82	CCT4	chaperonin	containing	TRUE
ENSG00000164023	1342.894	0.319	0.095	3.37	0.000752180659093541	0.0172516273746938	1291.68	1498.71	1682.77	1131.74	1102.24	1350.23	SGMS2	sphingomyelin	synthase	TRUE
ENSG00000083290	496.301	0.317	0.094	3.365	0.000764780366145854	0.0174767210183329	533.52	549.53	569.2	429.58	435.23	460.75	ULK2	unc-51	like	TRUE
ENSG00000154767	4623.069	0.189	0.056	3.365	0.000764886689724342	0.0174767210183329	4865.26	4884.44	5026.23	4013.43	4571.92	4377.13	XPC	XPC	complex	TRUE
ENSG00000198589	3530.61	0.205	0.061	3.364	0.000767070828194922	0.0174935567931925	3462.92	3898.92	3985.31	3203.33	3258.14	3375.05	LRBA	LPS	responsive	TRUE
ENSG00000105185	1613.123	-0.219	0.065	-3.363	0.000770804158947048	0.0175034290975064	1562.57	1461.24	1447.36	1716.15	1817.84	1673.58	PDCD5	programmed	cell	TRUE
ENSG00000107897	2465.873	0.223	0.066	3.363	0.000771848077187961	0.0175034290975064	2572.62	2556.89	2837.71	2246.04	2135.65	2446.32	ACBD5	acyl-CoA	binding	TRUE
ENSG00000111266	1123.717	0.241	0.072	3.364	0.000769046217456166	0.0175034290975064	1146.32	1252.33	1255.18	1054.33	999	1035.14	DUSP16	dual	specificity	TRUE
ENSG00000146674	686.2	0.353	0.105	3.361	0.000777442068650337	0.0175972701943382	754.85	776.61	778.85	486.28	633.61	686.99	IGFBP3	insulin	like	TRUE
ENSG00000164542	813.22	0.286	0.085	3.36	0.000779761926830534	0.0176158537307992	934.07	860.62	885.52	684.72	704.46	809.93	KIAA0895	KIAA0895	NA	TRUE
ENSG00000165704	1379.675	-0.232	0.069	-3.359	0.000781177926673977	0.0176158537307992	1251.21	1276.18	1280.01	1438.12	1427.14	1605.39	HPRT1	hypoxanthine	phosphoribosyltransferase	TRUE
ENSG00000139116	4343.675	0.197	0.059	3.358	0.000784501041009936	0.0176250261759983	4365.61	4694.83	4860.71	3970.91	3877.58	4292.42	KIF21A	kinesin	family	TRUE
ENSG00000156218	600.192	0.347	0.103	3.358	0.000784094327062793	0.0176250261759983	590.5	674.42	752.19	500.45	505.07	578.52	ADAMTSL3	ADAMTS	like	TRUE
ENSG00000105974	26220.237	0.16	0.048	3.357	0.00078908529040566	0.0176951278388371	26681.73	27485.48	28854.39	23712.08	25134.91	25452.83	CAV1	caveolin	1	TRUE
ENSG00000130147	6075.021	0.171	0.051	3.351	0.000806123548610516	0.0180103795416919	6128.86	6436.52	6742.1	5718.68	5587.11	5836.86	SH3BP4	SH3	domain	TRUE
ENSG00000198862	1998.894	0.28	0.083	3.351	0.00080535013282322	0.0180103795416919	1907.78	2210.6	2458.86	1829.54	1661.96	1924.61	LTN1	listerin	E3	TRUE
ENSG00000159720	3272.849	-0.177	0.053	-3.349	0.000810009313203826	0.0180590596581643	3121.83	3107.56	2989.44	3396.32	3592.15	3429.8	ATP6V0D1	ATPase	H+	TRUE
ENSG00000172757	16497.271	-0.178	0.053	-3.349	0.000811290592734606	0.0180590596581643	15309.35	16508.55	14621.68	17005.57	18309.93	17228.55	CFL1	cofilin	1	TRUE
ENSG00000164116	118.523	0.635	0.19	3.343	0.000829942086463597	0.018440275733613	125.53	135.11	171.95	89.41	96.15	92.98	GUCY1A1	guanylate	cyclase	TRUE
ENSG00000196712	4640.525	0.193	0.058	3.34	0.000837152004079729	0.018566341785893	4566.29	5030.91	5256.12	4349.25	4251.06	4389.52	NF1	neurofibromin	1	TRUE
ENSG00000154035	294.586	0.424	0.127	3.337	0.000847294505655906	0.0187568657323497	334.48	334.94	343.91	211.52	285.43	257.23	NA	NA	NA	TRUE
ENSG00000113070	333.17	-0.397	0.119	-3.335	0.000853702566107185	0.0188641735220065	298.14	274.76	288.74	429.58	343.12	364.67	HBEGF	heparin	binding	TRUE
ENSG00000149925	19609.137	-0.184	0.055	-3.334	0.000856112371212265	0.0188829018810997	18005.85	19779.6	17300.31	20169.66	21845.4	20554.01	ALDOA	aldolase,	fructose-bisphosphate	TRUE
ENSG00000171848	2714.62	-0.225	0.068	-3.333	0.000858542516605223	0.0189020098328002	2318.25	2601.17	2592.2	2903.5	2719.67	3152.94	RRM2	ribonucleotide	reductase	TRUE
ENSG00000164405	1844.248	-0.21	0.063	-3.332	0.000862030368261454	0.0189442928385022	1819.42	1670.16	1638.63	1940.75	2020.27	1976.27	UQCRQ	ubiquinol-cytochrome	c	TRUE
ENSG00000114956	1905.652	-0.218	0.066	-3.331	0.00086646173780452	0.0190071198273017	1878.05	1738.28	1667.13	2068.32	2127.56	1954.57	DGUOK	deoxyguanosine	kinase	TRUE
ENSG00000134013	6353.696	-0.205	0.062	-3.327	0.000876669457828574	0.0191269020519386	5748.96	6528.48	5433.59	6908.21	6766.27	6736.66	LOXL2	lysyl	oxidase	TRUE
ENSG00000197961	442.363	-0.399	0.12	-3.328	0.000875723548519352	0.0191269020519386	459.19	321.31	361.38	527.71	496.97	487.61	ZNF121	zinc	finger	TRUE
ENSG00000257093	1550.583	0.244	0.073	3.328	0.000875172077838933	0.0191269020519386	1579.08	1680.37	1784.84	1435.94	1305.68	1517.58	KIAA1147	KIAA1147	NA	TRUE
ENSG00000247627	121.903	0.717	0.215	3.326	0.000879986126958301	0.0191646708406216	189.95	133.98	130.58	66.51	116.4	94.01	MTND4P12	MT-ND4	pseudogene	TRUE
ENSG00000205413	1544.603	0.286	0.086	3.325	0.000885249983039457	0.0192446340737373	1450.25	1775.75	1867.6	1316	1373.5	1484.52	SAMD9	sterile	alpha	TRUE
ENSG00000117394	3000.518	-0.213	0.064	-3.323	0.000889606156220961	0.019304613303847	2650.25	3051.92	2640.01	3324.36	3114.41	3222.15	SLC2A1	solute	carrier	TRUE
ENSG00000147162	4374.881	0.194	0.058	3.323	0.000891562197701361	0.0193123876050472	4663.75	4367.84	4971.98	4269.66	3963.61	4012.45	OGT	O-linked	N-acetylglucosamine	TRUE
ENSG00000139793	2023.37	0.254	0.077	3.32	0.000898593075303539	0.0194298649395239	1911.91	2315.06	2378.86	1805.55	1826.94	1901.89	MBNL2	muscleblind	like	TRUE
ENSG00000171791	1697.721	0.25	0.075	3.319	0.000902785981486813	0.0194856681396984	1807.85	1691.73	2031.27	1516.62	1481.8	1657.05	BCL2	BCL2	apoptosis	TRUE
ENSG00000105438	3059.467	-0.196	0.059	-3.318	0.000905666009668992	0.0195129858446865	2967.39	2824.85	2763.23	3132.46	3480.81	3188.06	KDELR1	KDEL	endoplasmic	TRUE
ENSG00000115084	4644.071	0.228	0.069	3.315	0.00091686106589174	0.0197058220514186	4648.06	4885.58	5495.2	4353.61	3927.17	4554.82	SLC35F5	solute	carrier	TRUE
ENSG00000159199	1103.827	-0.249	0.075	-3.315	0.000917876877219218	0.0197058220514186	1013.36	1067.26	947.13	1221.15	1246.98	1127.08	ATP5MC1	ATP	synthase	TRUE
ENSG00000136021	3120.42	0.225	0.068	3.313	0.000924502042293452	0.0198128655765974	3157.34	3327.82	3604.61	2713.78	2776.35	3142.61	SCYL2	SCY1	like	TRUE
ENSG00000106692	1489.204	0.233	0.07	3.31	0.000932684240214533	0.01991475694517	1521.27	1550.94	1755.41	1387.97	1371.47	1348.16	FKTN	fukutin	protein	TRUE
ENSG00000127334	2180.93	0.216	0.065	3.31	0.00093431946525638	0.01991475694517	2201.8	2342.31	2488.29	1909.13	2030.39	2113.67	DYRK2	dual	specificity	TRUE
ENSG00000162408	774.49	-0.306	0.092	-3.309	0.000935846938434397	0.01991475694517	777.98	614.25	683.22	810.1	899.81	861.58	NOL9	nucleolar	protein	TRUE
ENSG00000175063	1754.858	-0.258	0.078	-3.309	0.000935529810068183	0.01991475694517	1671.58	1708.76	1415.18	1999.63	1976.74	1757.26	UBE2C	ubiquitin	conjugating	TRUE
ENSG00000137288	662.637	-0.293	0.089	-3.308	0.00093992236714147	0.0199663297919841	601.24	602.89	582.99	701.07	799.6	688.03	UQCC2	ubiquinol-cytochrome	c	TRUE
ENSG00000101003	1456.113	-0.228	0.069	-3.307	0.000941840934594558	0.0199719848709551	1379.22	1332.95	1310.35	1638.74	1451.43	1623.99	GINS1	GINS	complex	TRUE
ENSG00000108021	3223.951	0.23	0.07	3.306	0.000946474866366641	0.0199976394289072	3167.25	3502.67	3771.97	3044.15	2742.95	3114.71	TASOR2	transcription	activation	TRUE
ENSG00000111639	4521.777	-0.179	0.054	-3.306	0.000946329822465156	0.0199976394289072	4444.89	4163.47	4114.96	4636	5023.34	4748	MRPL51	mitochondrial	ribosomal	TRUE
ENSG00000147454	2456.237	0.195	0.059	3.305	0.000951323129943049	0.0199976394289072	2542.89	2651.13	2671.28	2422.67	2249.01	2200.44	SLC25A37	solute	carrier	TRUE
ENSG00000151240	1002.771	0.24	0.073	3.305	0.000949421509337889	0.0199976394289072	1090.16	1097.92	1070.35	899.51	890.7	967.99	DIP2C	disco	interacting	TRUE
ENSG00000157800	2132.179	0.216	0.065	3.305	0.000950179766898086	0.0199976394289072	2261.26	2147.02	2463.46	1922.22	1945.37	2053.75	SLC37A3	solute	carrier	TRUE
ENSG00000182481	8753.841	-0.154	0.047	-3.303	0.000957592711547731	0.0200944845563844	8164.66	8616.46	8082.8	9095.37	9125.61	9438.15	KPNA2	karyopherin	subunit	TRUE
ENSG00000039068	637.728	0.656	0.199	3.301	0.000962500234724096	0.020144789063741	733.38	750.49	857.02	371.8	548.59	565.09	CDH1	cadherin	1	TRUE
ENSG00000100401	4201.718	-0.175	0.053	-3.3	0.000965880903969801	0.020144789063741	3855.21	4175.96	3815.19	4524.79	4440.34	4398.82	RANGAP1	Ran	GTPase	TRUE
ENSG00000112081	8733.857	-0.143	0.043	-3.3	0.000966081445812553	0.020144789063741	8477.67	8195.23	8227.17	9113.91	9125.61	9263.56	SRSF3	serine	and	TRUE
ENSG00000179242	213.259	-0.465	0.141	-3.3	0.000966656544797698	0.020144789063741	171.78	183.93	182.07	274.76	246.97	220.04	CDH4	cadherin	4	TRUE
ENSG00000106034	1182.688	0.295	0.089	3.299	0.000968699700859045	0.0201526218318129	1109.16	1399.93	1402.31	1043.43	1012.16	1129.15	CPED1	cadherin	like	TRUE
ENSG00000133321	874.886	-0.277	0.084	-3.297	0.000978497568694521	0.0202866211197439	834.14	759.57	778.85	900.6	1055.68	920.47	PLAAT4	phospholipase	A	TRUE
ENSG00000164611	1247.553	-0.226	0.069	-3.297	0.000976919368056102	0.0202866211197439	1157.88	1204.65	1088.74	1317.1	1351.23	1365.72	PTTG1	PTTG1	regulator	TRUE
ENSG00000114450	869.811	0.335	0.102	3.296	0.000981070242384547	0.0203051301707226	805.23	1021.85	1085.06	787.2	706.49	813.03	GNB4	G	protein	TRUE
ENSG00000108179	3704.285	-0.167	0.051	-3.293	0.000991581287966939	0.0204875949190708	3387.76	3485.64	3599.1	3948.01	3883.65	3921.54	PPIF	peptidylprolyl	isomerase	TRUE
ENSG00000249264	69.638	0.847	0.257	3.292	0.000994080897832935	0.0205041908056428	99.11	78.34	91.03	38.16	68.83	42.36	EEF1A1P9	eukaryotic	translation	TRUE
ENSG00000129317	567.149	0.402	0.122	3.288	0.00100871933665356	0.0207001538576087	511.22	697.13	730.12	496.09	433.2	535.13	PUS7L	pseudouridine	synthase	TRUE
